GO Term,Number of Entries,Name
GO:0003201,0, epithelial to mesenchymal transition involved in coronary vasculature morphogenesis
GO:0048716,0, labrum morphogenesis
GO:0072146,0, DCT cell fate commitment
GO:0048618,0, post-embryonic foregut morphogenesis
GO:1904836,0, facioacoustic ganglion morphogenesis
GO:0003288,0, ventricular septum intermedium morphogenesis
GO:0003178,0, coronary sinus valve development
GO:0021641,0, trochlear nerve structural organization
GO:0021524,0, visceral motor neuron differentiation
GO:0061449,0, olfactory bulb tufted cell development
GO:0120077,0, angiogenic sprout fusion
GO:0048342,0, paraxial mesodermal cell differentiation
GO:1904159,0, megasporocyte differentiation
GO:0010077,0, maintenance of inflorescence meristem identity
GO:0042685,0, cardioblast cell fate specification
GO:1905139,0, apical ectodermal ridge formation
GO:0072309,0, mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis
GO:0022416,0, chaeta development
GO:0010103,0, stomatal complex morphogenesis
GO:0075004,0, adhesion of symbiont spore to host
GO:0060792,0, sweat gland development
GO:0021688,0, cerebellar molecular layer formation
GO:0003362,0, noradrenergic neuron fate commitment involved in brainstem development
GO:0072265,0, metanephric capsule morphogenesis
GO:0021622,0, oculomotor nerve morphogenesis
GO:0007523,0, larval visceral muscle development
GO:0048724,0, epistomal sclerite development
GO:0048620,0, post-embryonic hindgut morphogenesis
GO:0061550,0, cranial ganglion development
GO:0021598,0, abducens nerve morphogenesis
GO:0072009,0, nephron epithelium development
GO:0036306,0, embryonic heart tube elongation
GO:0014818,0, skeletal muscle satellite cell fate determination
GO:0010101,0, post-embryonic root morphogenesis
GO:0016360,0, sensory organ precursor cell fate determination
GO:0021578,0, hindbrain maturation
GO:0003240,0, conus arteriosus formation
GO:0048761,0, collenchyma cell differentiation
GO:0014025,0, neural keel formation
GO:0007481,0, haltere disc morphogenesis
GO:0072260,0, metanephric interstitial fibroblast fate commitment
GO:0060680,0, lateral sprouting involved in ureteric bud morphogenesis
GO:0098751,0, bone cell development
GO:0048394,0, intermediate mesodermal cell fate determination
GO:0035138,0, pectoral fin morphogenesis
GO:1905748,0, hard palate morphogenesis
GO:0072013,0, glomus development
GO:0048809,0, analia morphogenesis
GO:0075214,0, spore encystment
GO:0008586,0, imaginal disc-derived wing vein morphogenesis
GO:0048800,0, antennal morphogenesis
GO:0021986,0, habenula development
GO:0021806,0, initiation of movement involved in cerebral cortex radial glia guided migration
GO:0048942,0, posterior lateral line nerve glial cell morphogenesis involved in differentiation
GO:0007421,0, stomatogastric nervous system development
GO:0021698,0, cerebellar cortex structural organization
GO:0002293,0, alpha-beta T cell differentiation involved in immune response
GO:0021568,0, rhombomere 2 development
GO:0002336,0, B-1 B cell lineage commitment
GO:0070977,0, bone maturation
GO:0061054,0, dermatome development
GO:0072113,0, head kidney development
0032502,0,
GO:0039022,0, pronephric duct development
GO:0031153,0, slug development involved in sorocarp development
GO:0061451,0, retrotrapezoid nucleus development
GO:0007482,0, haltere development
GO:0014814,0, axon regeneration at neuromuscular junction
GO:0150022,0, apical dendrite development
GO:0048917,0, posterior lateral line ganglion development
GO:0014035,0, neural crest cell fate determination
GO:0070655,0, mechanosensory epithelium regeneration
GO:0048934,0, peripheral nervous system neuron differentiation
GO:0035913,0, ventral aorta morphogenesis
GO:0060705,0, neuron differentiation involved in salivary gland development
GO:0021704,0, locus ceruleus morphogenesis
GO:0009933,0, meristem structural organization
GO:0061440,0, kidney vasculature development
GO:0048735,0, haltere morphogenesis
GO:0080187,0, floral organ senescence
GO:0072228,0, metanephric prebend segment development
GO:0042707,0, ocellus photoreceptor cell fate commitment
GO:0045496,0, male analia development
GO:0071570,0, cement gland development
GO:0003239,0, conus arteriosus morphogenesis
GO:0010342,0, endosperm cellularization
GO:1904125,0, convergent extension involved in rhombomere morphogenesis
GO:0002319,0, memory B cell differentiation
GO:0035164,0, embryonic plasmatocyte differentiation
GO:0048321,0, axial mesodermal cell differentiation
GO:0033078,0, extrathymic T cell differentiation
GO:0035053,0, dorsal vessel heart proper cell fate commitment
GO:0003212,0, cardiac left atrium morphogenesis
GO:2001012,0, mesenchymal cell differentiation involved in renal system development
GO:0072172,0, mesonephric tubule formation
GO:0160122,0, corneal epithelial cell differentiation
GO:0033337,0, dorsal fin development
GO:0019054,0, modulation by virus of host cellular process
GO:0051862,0, translocation of molecules into symbiont
GO:0052088,0, symbiont defense to host-produced jasmonic acid
GO:0046776,0, symbiont-mediated suppression of host antigen processing and presentation of peptide antigen via MHC class I
GO:0052084,0, modulation by symbiont of host ethylene-mediated defense response
GO:0052422,0, modulation by host of symbiont catalytic activity
GO:0141033,0, symbiont-mediated perturbation of host actin cytoskeleton via actin polymerization
GO:0085017,0, entry into host cell by a symbiont-containing vacuole
GO:0033661,0, effector-mediated defense to host-produced reactive oxygen species
GO:0009627,0, systemic acquired resistance
GO:0039563,0, symbiont-mediated suppression of host JAK-STAT cascade via inhibition of STAT1 activity
GO:0044560,0, envenomation resulting in modulation of ion channel activity in another organism
GO:0044504,0, modulation of receptor activity in another organism
GO:0099006,0, symbiont entry into host cell via permeabilization of endosomal membrane
GO:0039504,0, symbiont-mediated suppression of host adaptive immune response
GO:0044561,0, modulation of ion channel activity in another organism
GO:0002229,0, defense response to oomycetes
GO:0141032,0, symbiont-mediated perturbation of host actin cytoskeleton via actin filament reorganization
GO:0044758,0, modulation by symbiont of host synaptic transmission
GO:0046774,0, suppression by virus of host intracellular interferon activity
GO:0098994,0, symbiont entry into host cell via disruption of host cell envelope
GO:0052086,0, symbiont-mediated suppression of host B-cell mediated immune response
GO:0098676,0, modulation of host virulence by virus
GO:0085032,0, symbiont-mediated perturbation of host NF-kappaB cascade
GO:0075003,0, adhesion of symbiont appressorium to host
GO:0140913,0, viral release via disruption of host peptidoglycan cell wall
GO:0098671,0, adhesion receptor-mediated virion attachment to host cell
GO:0044866,0, modulation by host of viral exo-alpha-sialidase activity
GO:0140886,0, symbiont-mediated suppression of host interferon-mediated signaling pathway
GO:0044831,0, modulation by virus of host cytokine production
GO:0141155,0, symbiont-mediated suppression of host translation elongation
GO:0044659,0, viral release from host cell by cytolysis
GO:0044478,0, envenomation resulting in positive regulation of platelet aggregation in another organism
GO:0099047,0, clearance of foreign intracellular RNA
GO:0039587,0, suppression by virus of host tetherin activity
GO:0141179,0, symbiont-mediated evasion of recognition by host antimicrobial peptide
GO:0141129,0, symbiont-mediated suppression of host signal transduction pathway via antagonism of host cell surface receptor
GO:0033659,0, symbiont-mediated disruption of host mitochondrion
GO:0033668,0, symbiont-mediated suppression of host apoptosis
GO:0016046,0, detection of fungus
GO:0009608,0, response to symbiont
GO:0052032,0, symbiont-mediated perturbation of host inflammatory response
GO:0044403,0, biological process involved in symbiotic interaction
GO:0098001,0, receptor-mediated bacteriophage reversible attachment to host cell
GO:0044847,0, iron acquisition from host
GO:0042783,0, evasion of host immune response
GO:0039723,0, symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of TBK1 activity
GO:0052098,0, formation by host of specialized structure for nutrient acquisition from symbiont
GO:0141174,0, symbiont-mediated suppression of host anti-inflammatory cytokine signaling
GO:0140418,0, effector-mediated modulation of host process by symbiont
GO:0052173,0, response to defenses of other organism
GO:0039557,0, symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of IRF7 activity
GO:0039648,0, symbiont-mediated perturbation of host ubiquitin-like protein modification
GO:0044488,0, modulation of voltage-gated sodium channel activity in another organism
GO:0044563,0, envenomation resulting in slowing of activation kinetics of voltage-gated potassium channel in another organism
GO:0141025,0, adhesion of symbiont to host cell surface via host glycoprotein
GO:0039560,0, symbiont-mediated suppression of host JAK-STAT cascade via inhibition of host IRF9 activity
GO:0009604,0, detection of symbiotic bacterium
GO:0052028,0, symbiont-mediated activation of host signal transduction pathway
GO:0098002,0, receptor-mediated bacteriophage irreversible attachment to host cell
GO:0044738,0, negative regulation of acid-sensing ion channel in another organism
GO:0009601,0, detection of insect
GO:0052553,0, symbiont-mediated perturbation of host immune response
GO:0099048,0, CRISPR-cas system
GO:0044473,0, envenomation resulting in negative regulation of calcium channel activity in another organism
GO:0140590,0, effector-mediated suppression of host defense response
GO:0141145,0, symbiont-mediated suppression of host neutrophil extracellular trap formation
GO:0002212,0, behavioral defense response to nematode
GO:0140321,0, symbiont-mediated suppression of host autophagy
GO:0044556,0, envenomation resulting in negative regulation of heart rate in another organism
GO:0002228,0, natural killer cell mediated immunity
GO:0002420,0, natural killer cell mediated cytotoxicity directed against tumor cell target
GO:0020035,0, adhesion of symbiont to microvasculature
GO:0039527,0, symbiont-mediated suppression of host TRAF-mediated signal transduction
GO:0039554,0, symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of MDA-5 activity
GO:0036377,0, arbuscular mycorrhizal association
GO:1990215,0, symbiont-mediated perturbation of host vesicle-mediated transport
GO:0039638,0, lipopolysaccharide-mediated virion attachment to host cell
GO:0039724,0, symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of IKBKE activity
GO:0141171,0, symbiont-mediated perturbation of host membrane
GO:0035738,0, envenomation resulting in modulation of process in another organism
GO:0036167,0, phenotypic switching in response to host
GO:0140460,0, response to Gram-negative bacterium
GO:0044469,0, envenomation resulting in positive regulation of blood coagulation in another organism
GO:0046773,0, symbiont-mediated suppression of host translation termination
GO:0009307,0, DNA restriction-modification system
GO:0044517,0, modulation of vasoactive intestinal polypeptide receptor activity in another organism
GO:0052160,0, symbiont-mediated perturbation of host systemic acquired resistance
GO:0039592,0, symbiont-mediated arrest of host cell cycle during G2/M transition
GO:0039602,0, symbiont-mediated suppression of host transcription initiation from RNA polymerase II promoter
GO:0075293,0, response to host pH environment
GO:0044492,0, envenomation resulting in modulation of voltage-gated sodium channel activity in another organism
GO:0141074,0, symbiont-mediated suppression of host cGAS-STING signal transduction
GO:0044067,0, symbiont-mediated perturbation of host cell-cell junction
GO:0098995,0, symbiont entry into host cell via disruption of host cell envelope lipopolysaccharide
GO:0090714,0, innate immunity memory response
GO:0052103,0, symbiont-mediated activation of host induced systemic resistance
GO:0141130,0, symbiont-mediated inactivation of host ribosome
GO:0039639,0, suppression by virus of host cell lysis in response to superinfection
GO:0140546,0, defense response to symbiont
GO:0044493,0, envenomation resulting in negative regulation of voltage-gated sodium channel activity in another organism
GO:0120326,0, appressorium-mediated entry into host
GO:0099016,0, symbiont-mediated evasion of DNA end degradation by host
GO:0070943,0, neutrophil-mediated killing of symbiont cell
GO:0044501,0, perturbation of signal transduction in another organism
GO:0052026,0, symbiont-mediated perturbation of host transcription
GO:0075136,0, response to host
GO:0044658,0, symbiont-mediated pore formation in host plasma membrane
GO:0052167,0, symbiont-mediated perturbation of host innate immune response
GO:0044398,0, envenomation resulting in induction of edema in another organism
GO:0039505,0, symbiont-mediated suppression of host antigen processing and presentation of peptide antigen via MHC class II
GO:0141026,0, adhesion of symbiont to host cell surface via host membrane cholesterol
GO:0141117,0, symbiont-mediated suppression of host complement activation by recruitment of complement control protein
GO:0141123,0, dermonecrosis in another organism
GO:0098932,0, symbiont entry into host cell via disruption of host cell wall peptidoglycan
GO:0039653,0, symbiont-mediated suppression of host transcription
GO:0140755,0, reorganization of host cellular membranes to establish sites of replication
GO:0098933,0, symbiont-mediated disruption of host cell envelope
GO:0098864,0, symbiont-mediated stabilization of host tight cell-cell junction
GO:0046741,0," transport of virus in host, tissue to tissue"
GO:0098672,0, symbiont-mediated suppression of host CRISPR-cas system
GO:0141159,0, symbiont-mediated suppression of host phagosome acidification
GO:0075120,0, symbiont-mediated suppression of host G protein-coupled receptor signal transduction
GO:0052039,0, symbiont-mediated perturbation of host cytoskeleton
GO:0035899,0, suppression of blood coagulation in another organism
GO:0051851,0, modulation by host of symbiont process
GO:0141042,0, symbiont-mediated cAMP intoxication of host cell
GO:0046739,0, transport of virus in multicellular host
GO:0099015,0, degradation of host chromosome by virus
GO:0044553,0, modulation of biological quality in another organism
GO:0042784,0, symbiont-mediated suppression of host complement activation
GO:0001897,0, symbiont-mediated cytolysis of host cell
GO:0044741,0, envenomation resulting in negative regulation of sensory perception of pain in another organism
GO:0044564,0, envenomation resulting in occlusion of the pore of voltage-gated potassium channel in another organism
GO:1903653,0, symbiont-mediated perturbation of host cell motility
GO:0020033,0, antigenic variation
GO:0019048,0, modulation by virus of host process
GO:0141128,0, symbiont-mediated non-specific activation of host T-cells
GO:0039502,0, symbiont-mediated suppression of host type I interferon-mediated signaling pathway
GO:0120332,0, host-mediated regulation of oral microbiota composition
GO:0052008,0, symbiont-mediated disruption of host cellular anatomical entity
GO:0075069,0, adhesion of symbiont infection cushion to host
GO:0009682,0, induced systemic resistance
GO:0140976,0, defense response against perturbation of plasma membrane integrity
GO:0006962,0, male-specific antibacterial humoral response
GO:0039699,0, symbiont-mediated evasion of mRNA degradation by host via mRNA cap methylation
GO:0052403,0, negative regulation by host of symbiont catalytic activity
GO:0141184,0, symbiont-mediated activation of host anti-inflammatory cytokine signaling
GO:0044869,0, negative regulation by host of viral exo-alpha-sialidase activity
GO:0052201,0, response to symbiont defenses
GO:0039545,0, symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of MAVS activity
GO:0141072,0, symbiont-mediated suppression of host tumor necrosis factor-mediated signaling pathway
GO:0140415,0, effector-mediated modulation of host defenses by symbiont
GO:0033638,0, modulation by symbiont of host heat acclimation
GO:0039537,0, symbiont-mediated suppression of cytoplasmic pattern recognition receptor signaling pathway
GO:0044868,0, modulation by host of viral molecular function
GO:0140404,0, effector-mediated perturbation of host innate immune response by symbiont
GO:0075109,0, symbiont-mediated perturbation of host receptor-mediated signal transduction
GO:0002213,0, defense response to insect
GO:0039677,0, exit of virus from host cell nucleus via nuclear envelope disassembly
GO:0141160,0, symbiont-mediated disruption of host phagosome
GO:0044066,0, symbiont-mediated disruption of host cell nucleus
GO:0048160,0, primary follicle stage
GO:0061935,0, fusion of sperm to egg plasma membrane involved in double fertilization forming two zygotes
GO:0010254,0, nectary development
GO:0060516,0, primary prostatic bud elongation
GO:0042704,0, uterine wall breakdown
GO:0009901,0, anther dehiscence
GO:0030717,0, oocyte karyosome formation
GO:1990813,0, meiotic centromeric cohesion protection in anaphase I
GO:0048445,0, carpel morphogenesis
GO:0110134,0, meiotic drive
GO:0032120,0, ascospore-type prospore membrane formation
GO:0060832,0, oocyte animal/vegetal axis specification
GO:0007054,0, spindle assembly involved in male meiosis I
GO:0009556,0, microsporogenesis
GO:0051316,0, attachment of meiotic spindle microtubules to kinetochore
GO:0048601,0, oocyte morphogenesis
GO:0051079,0, meiosis I nuclear membrane disassembly
GO:0048449,0, floral organ formation
GO:0018993,0, somatic sex determination
GO:0048451,0, petal formation
GO:0045433,0," male courtship behavior, veined wing generated song production"
GO:0071998,0, ascospore release from ascus
GO:0010773,0, meiotic DNA recombinase assembly involved in meiotic gene conversion
GO:0090380,0, seed trichome maturation
GO:0010068,0, protoderm histogenesis
GO:0007545,0, processes downstream of sex determination signal
GO:0007147,0, female meiosis II
GO:0075259,0, spore-bearing structure development
GO:0001410,0, chlamydospore formation
GO:0007294,0, germarium-derived oocyte fate determination
GO:0140084,0, sexual macrocyst formation
GO:0043935,0, sexual sporulation resulting in formation of a cellular spore
GO:0035260,0, internal genitalia morphogenesis
GO:0034294,0, sexual spore wall assembly
GO:0051755,0, meiotic sister chromatid arm separation
GO:0048803,0, imaginal disc-derived male genitalia morphogenesis
GO:0034293,0, sexual sporulation
GO:0010214,0, seed coat development
GO:0048439,0, flower morphogenesis
GO:0040033,0, sRNA-mediated post-transcriptional gene silencing
GO:0000705,0, achiasmate meiosis I
GO:1905505,0, positive regulation of motile cilium assembly
GO:0031294,0, lymphocyte costimulation
GO:1900712,0, positive regulation of tensidol B biosynthetic process
GO:0150067,0, regulation of tubulin deacetylase activity
GO:1905789,0, positive regulation of detection of mechanical stimulus involved in sensory perception of touch
GO:0050945,0, positive regulation of iridophore differentiation
GO:0036482,0, neuron intrinsic apoptotic signaling pathway in response to hydrogen peroxide
GO:1903847,0, regulation of aorta morphogenesis
GO:2000156,0," regulation of retrograde vesicle-mediated transport, Golgi to ER"
GO:1901671,0, positive regulation of superoxide dismutase activity
GO:0030841,0, positive regulation of intermediate filament polymerization
GO:2000944,0, positive regulation of amylopectin metabolic process
GO:0075290,0, regulation of aplanospore formation
GO:0060212,0, negative regulation of nuclear-transcribed mRNA poly(A) tail shortening
GO:0034181,0, positive regulation of toll-like receptor 13 signaling pathway
GO:0062084,0, regulation of capsule polysaccharide biosynthetic process
GO:1905557,0, regulation of mitotic nuclear envelope disassembly
GO:0070317,0, negative regulation of G0 to G1 transition
GO:2000707,0, positive regulation of dense core granule biogenesis
GO:0090070,0, positive regulation of ribosome biogenesis
GO:1902156,0, positive regulation of response to G1 DNA damage checkpoint signaling
GO:1900837,0, regulation of fumigaclavine C biosynthetic process
GO:0075019,0, negative regulation of appressorium formation
GO:0002828,0, regulation of type 2 immune response
GO:0048817,0, negative regulation of hair follicle maturation
GO:0010967,0, regulation of polyamine biosynthetic process
GO:1901836,0, regulation of transcription of nucleolar large rRNA by RNA polymerase I
GO:1901036,0, positive regulation of L-glutamine import across plasma membrane
GO:0002808,0, regulation of antibacterial peptide biosynthetic process
GO:1903708,0, positive regulation of hemopoiesis
GO:1900489,0, positive regulation of [2Fe-2S] cluster assembly
GO:0002618,0, positive regulation of macrophage antigen processing and presentation
GO:0051952,0, regulation of amine transport
GO:0071928,0, tyramine signaling pathway
GO:0048585,0, negative regulation of response to stimulus
GO:2000429,0, negative regulation of neutrophil aggregation
GO:1904087,0, negative regulation of epiboly involved in gastrulation with mouth forming second
GO:0120165,0, perithecium development
GO:0048164,0, distinct antral spaces stage
GO:0043313,0, regulation of neutrophil degranulation
GO:0080128,0, anther septum development
GO:0051759,0, sister chromosome movement towards spindle pole involved in meiotic sister chromatid segregation
GO:0007309,0, oocyte axis specification
GO:0000747,0, conjugation with cellular fusion
GO:0007291,0, sperm individualization
GO:0075247,0, aeciospore formation
GO:0010772,0, meiotic DNA recombinase assembly involved in reciprocal meiotic recombination
GO:0043061,0, meiotic metaphase II chromosome alignment
GO:0048457,0, floral whorl morphogenesis
GO:0048559,0, establishment of floral organ orientation
GO:0030707,0, follicle cell of egg chamber development
GO:0061107,0, seminal vesicle development
GO:0007619,0, courtship behavior
GO:0060671,0, epithelial cell differentiation involved in embryonic placenta development
GO:0042695,0, thelarche
GO:0030582,0, reproductive fruiting body development
GO:0007110,0, meiosis I cytokinesis
GO:0035670,0, plant-type ovary development
GO:0007540,0," sex determination, establishment of X"
GO:0030715,0, oocyte growth in germarium-derived egg chamber
GO:0010780,0, meiotic DNA double-strand break formation involved in reciprocal meiotic recombination
GO:0030713,0, follicle cell of egg chamber stalk formation
GO:0000708,0, meiotic strand invasion
GO:0010154,0, fruit development
GO:0060526,0, prostate glandular acinus morphogenesis
GO:0010582,0, floral meristem determinacy
GO:0051311,0, meiotic metaphase chromosome alignment
GO:0009677,0, double fertilization forming two zygotes
GO:0048443,0, stamen development
GO:0042004,0, feminization of hermaphrodite soma
GO:0010047,0, fruit dehiscence
GO:0048095,0, female pigmentation
GO:0007533,0, mating type switching
GO:0070790,0, phialide development
GO:0010622,0, specification of ovule identity
GO:0051078,0, meiotic nuclear membrane disassembly
GO:0010450,0, inflorescence meristem growth
GO:0097723,0, amoeboid sperm motility
GO:0070787,0, conidiophore development
GO:0007306,0, egg chorion assembly
GO:0046693,0, sperm storage
GO:0048138,0, germ-line cyst encapsulation
GO:1990395,0, meiotic spindle pole body organization
GO:0035047,0, centrosomal and pronuclear rotation
GO:0070789,0, metula development
GO:0034607,0, turning behavior involved in mating
GO:0009942,0, longitudinal axis specification
GO:0030724,0, testicular fusome organization
GO:0030706,0, germarium-derived oocyte differentiation
GO:0016545,0," male courtship behavior, veined wing vibration"
GO:0010071,0, root meristem specification
GO:0007485,0, imaginal disc-derived male genitalia development
GO:0018991,0, egg-laying behavior
GO:0007531,0, mating type determination
GO:0048464,0, flower calyx development
GO:0048467,0, gynoecium development
GO:0060515,0, prostate field specification
GO:0048047,0," mating behavior, sex discrimination"
GO:0007295,0, growth of a germarium-derived egg chamber
GO:0010096,0, specification of sepal identity
GO:0060741,0, prostate gland stromal morphogenesis
GO:0010066,0, ground meristem histogenesis
GO:0060715,0, syncytiotrophoblast cell differentiation involved in labyrinthine layer development
GO:0043929,0, primary ovarian follicle growth involved in double layer follicle stage
GO:0034303,0, myxospore formation
GO:0048236,0, plant-type sporogenesis
GO:0098755,0, maintenance of seed dormancy by absisic acid
GO:0008070,0," maternal determination of dorsal/ventral axis, ovarian follicular epithelium, germ-line encoded"
GO:0048094,0, male pigmentation
GO:0010480,0, microsporocyte differentiation
GO:0048658,0, anther wall tapetum development
GO:0010227,0, floral organ abscission
GO:0048159,0, primary oocyte stage
GO:0075285,0, sexual sporulation resulting in formation of a multicellular or syncytial spore
GO:0009900,0, dehiscence
GO:0007287,0, Nebenkern assembly
GO:0080173,0, male-female gamete recognition during double fertilization forming a zygote and endosperm
GO:0006705,0, mineralocorticoid biosynthetic process
GO:1903872,0, regulation of DNA recombinase mediator complex assembly
GO:0019099,0, female germ-line sex determination
GO:1900267,0, positive regulation of substance P receptor binding
GO:0014737,0, positive regulation of muscle atrophy
GO:1903846,0, positive regulation of cellular response to transforming growth factor beta stimulus
GO:0048093,0, positive regulation of male pigmentation
GO:1900481,0, negative regulation of diacylglycerol biosynthetic process
GO:0051618,0, positive regulation of histamine uptake
GO:2000447,0, negative regulation of macrophage migration inhibitory factor signaling pathway
GO:1905778,0, negative regulation of exonuclease activity
GO:0048300,0, negative regulation of isotype switching to IgD isotypes
GO:1905341,0, negative regulation of protein localization to kinetochore
GO:2000292,0, regulation of defecation
GO:0002627,0, positive regulation of T cell antigen processing and presentation
GO:1904302,0, negative regulation of maternal process involved in parturition
GO:0090709,0, regulation of timing of plant organ formation
GO:0038011,0, negative regulation of signal transduction by receptor internalization
GO:1905462,0, regulation of DNA duplex unwinding
GO:1905025,0, negative regulation of membrane repolarization during ventricular cardiac muscle cell action potential
GO:1900979,0, positive regulation of tatiopterin metabolic process
GO:0010797,0, regulation of multivesicular body size involved in endosome transport
GO:0120314,0, negative regulation of oocyte karyosome formation
GO:0090355,0, positive regulation of auxin metabolic process
GO:1904904,0, regulation of endothelial cell-matrix adhesion via fibronectin
GO:2000978,0, negative regulation of forebrain neuron differentiation
GO:0000429,0, carbon catabolite regulation of transcription from RNA polymerase II promoter
GO:0075299,0, positive regulation of zygospore formation
GO:0010113,0, negative regulation of systemic acquired resistance
GO:0120057,0, regulation of small intestinal transit
GO:1904543,0, negative regulation of free ubiquitin chain polymerization
GO:0014062,0, regulation of serotonin secretion
GO:1903532,0, positive regulation of secretion by cell
GO:0070351,0, negative regulation of white fat cell proliferation
GO:1903556,0, negative regulation of tumor necrosis factor superfamily cytokine production
GO:1905804,0, positive regulation of cellular response to manganese ion
GO:2001209,0, positive regulation of transcription elongation by RNA polymerase I
GO:0000751,0, mitotic cell cycle G1 arrest in response to pheromone
GO:1901219,0, regulation of cardiac chamber morphogenesis
GO:1903188,0, positive regulation of vitellogenesis
GO:2000752,0, regulation of glucosylceramide catabolic process
GO:1905942,0, regulation of formation of growth cone in injured axon
GO:1905959,0, positive regulation of cellular response to alcohol
GO:0010624,0, regulation of Schwann cell proliferation
GO:2000674,0, regulation of type B pancreatic cell apoptotic process
GO:1902413,0, negative regulation of mitotic cytokinesis
GO:1903501,0, positive regulation of mitotic actomyosin contractile ring assembly
GO:0042673,0, regulation of retinal cone cell fate specification
GO:0002910,0, positive regulation of peripheral B cell deletion
GO:0061185,0, negative regulation of dermatome development
GO:0045998,0, positive regulation of ecdysteroid biosynthetic process
GO:0034052,0, positive regulation of plant-type hypersensitive response
GO:0002822,0, regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:1901417,0, negative regulation of response to ethanol
GO:2000520,0, regulation of immunological synapse formation
GO:1901305,0, negative regulation of spermidine biosynthetic process
GO:0048301,0, positive regulation of isotype switching to IgD isotypes
GO:0002757,0, immune response-activating signaling pathway
GO:0003134,0, endodermal-mesodermal cell signaling involved in heart induction
GO:1900207,0, negative regulation of pronephric nephron tubule development
GO:1900720,0, negative regulation of uterine smooth muscle relaxation
GO:1902325,0, negative regulation of chlorophyll biosynthetic process
GO:2000569,0, regulation of T-helper 2 cell activation
GO:1902100,0, negative regulation of metaphase/anaphase transition of cell cycle
GO:1905735,0, regulation of L-proline import across plasma membrane
GO:0014852,0, regulation of skeletal muscle contraction by neural stimulation via neuromuscular junction
GO:1900361,0, negative regulation of pentasaccharide transport
GO:0032821,0, negative regulation of natural killer cell proliferation involved in immune response
GO:0010602,0, regulation of 1-aminocyclopropane-1-carboxylate metabolic process
GO:0070798,0, positive regulation of cleistothecium development
GO:2000033,0, regulation of seed dormancy process
GO:1903032,0, negative regulation of microtubule plus-end binding
GO:0052089,0, modulation by symbiont of host salicylic acid-mediated defense response
GO:1900430,0, positive regulation of filamentous growth of a population of unicellular organisms
GO:1903658,0, positive regulation of type IV pilus biogenesis
GO:2000027,0, regulation of animal organ morphogenesis
GO:1902623,0, negative regulation of neutrophil migration
GO:0034174,0, toll-like receptor 12 signaling pathway
GO:1905923,0, positive regulation of acetylcholine biosynthetic process
GO:2000294,0, positive regulation of defecation
GO:0000294,0," nuclear-transcribed mRNA catabolic process, RNase MRP-dependent"
GO:1902099,0, regulation of metaphase/anaphase transition of cell cycle
GO:1900497,0, regulation of butyryl-CoA catabolic process to butanol
GO:0031137,0, regulation of conjugation with cellular fusion
GO:0032718,0, negative regulation of interleukin-9 production
GO:2000947,0, positive regulation of amylopectin catabolic process
GO:1900841,0, negative regulation of helvolic acid biosynthetic process
GO:1900884,0, regulation of tridecane biosynthetic process
GO:1905943,0, negative regulation of formation of growth cone in injured axon
GO:1904726,0, regulation of replicative senescence
GO:0098874,0, spike train
GO:0042322,0," negative regulation of circadian sleep/wake cycle, REM sleep"
GO:1904718,0, negative regulation of AMPA glutamate receptor clustering
GO:0120214,0, negative regulation of histidine biosynthetic process
GO:0032758,0, positive regulation of interleukin-9 production
GO:1900084,0, regulation of peptidyl-tyrosine autophosphorylation
GO:0034156,0, negative regulation of toll-like receptor 7 signaling pathway
GO:1905343,0, regulation of cohesin unloading
GO:0070426,0," positive regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway"
GO:2000613,0, negative regulation of thyroid-stimulating hormone secretion
GO:1904216,0, positive regulation of protein import into chloroplast stroma
GO:1904034,0, positive regulation of t-SNARE clustering
GO:0051129,0, negative regulation of cellular component organization
GO:1905826,0, negative regulation of selenocysteine metabolic process
GO:0014882,0, regulation of myofibril number
GO:2000267,0," negative regulation of blood coagulation, intrinsic pathway"
GO:0120033,0, negative regulation of plasma membrane bounded cell projection assembly
GO:1900318,0, regulation of methane biosynthetic process from dimethylamine
GO:0002609,0, positive regulation of myeloid dendritic cell antigen processing and presentation
GO:0140199,0, negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process
GO:0006719,0, juvenile hormone catabolic process
GO:2000966,0, regulation of cell wall polysaccharide catabolic process
GO:1901455,0, negative regulation of response to toluene
GO:1904424,0, regulation of GTP binding
GO:0038169,0, somatostatin receptor signaling pathway
GO:0060621,0, negative regulation of cholesterol import
GO:0040026,0, positive regulation of vulval development
GO:2000722,0, regulation of cardiac vascular smooth muscle cell differentiation
GO:2000068,0, regulation of defense response to insect
GO:1902551,0, regulation of catalase activity
GO:1902020,0, negative regulation of cilium-dependent cell motility
GO:2000589,0, regulation of metanephric mesenchymal cell migration
GO:0062212,0, regulation of mitotic DNA replication initiation from early origin
